Gene_id	Ascl1_2h_2	Ascl1_2h_3	Ascl1_4h_1	Ascl1_4h_2	Ascl1_4h_3	Ascl1_6h_2	Ascl1_6h_3	Empty_2h_1	Empty_2h_2	Empty_2h_3	Empty_4h_1	Empty_4h_2	Empty_4h_3	Empty_6h_2	Empty_6h_3
Gm29671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29695	4	0	0	0	0	0	0	4	0	0	0	3	0	6	0
Gm29696	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm29697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29718	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0
Gm29736	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm29737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29773	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm29776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29781	0	0	0	0	0	0	0	0	0	0	3	1	5	0	2
Gm29785	6	0	0	0	0	0	0	0	0	0	0	9	0	9	1
Gm2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29793	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Gm29797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29825	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm29839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29844	3	0	0	0	0	0	0	0	0	0	0	6	1	0	0
Gm29848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2986	33	4	0	0	0	0	9	2	0	16	20	19	26	30	0
Gm29863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29966	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm2999	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2a	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Gm30003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30025	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0
Gm30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30055	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30093	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm3010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30155	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm30162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30280	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0
Gm30285	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
Gm3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30339	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm30341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30531	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
Gm30534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30646	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm30648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30692	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Gm30694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm3076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3081	1	0	0	0	0	0	0	1	0	3	1	8	1	9	0
Gm30849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3096	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm31105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31166	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm31182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31243	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm31251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31332	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm31333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31363	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31508	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm31511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31518	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31520	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm31600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31706	0	3	2	0	0	0	7	0	1	0	0	0	0	0	0
Gm31727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32031	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0
Gm32033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32051	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Gm32055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3219	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm32219	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Gm3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32256	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm3227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32507	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm32509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3257	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Gm32591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32633	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm32647	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Gm3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32688	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm3269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
