"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1110058D11Rik",0,NA,NA,NA,NA,NA
"1110059E24Rik",25.1631819805563,-0.743313766756228,0.256955660505398,-2.88723059558715,0.003886492767226,0.0277068342858222
"1110059G10Rik",2.60102464779003,-0.175365765710403,0.289055530277059,-0.605981740964234,0.544526878054895,NA
"1110065P20Rik",19.3438373570528,-0.239020540223894,0.264931642715459,-0.911082930359005,0.362251679636198,0.706547892551066
"1190002F15Rik",6.71606857729568,-0.419141679760589,0.330105494584242,-1.28721544480422,0.198019205433307,0.51185099432569
"1190002N15Rik",5.6648019412018,0.165626426638465,0.32945625585302,0.470667861648039,0.637877938292038,0.884878968655451
"1190003K10Rik",0,NA,NA,NA,NA,NA
"1190005I06Rik",13.9810978830654,-0.190104571881727,0.319428744157824,-0.595122695819543,0.551761458792276,0.841860940640557
"1190007I07Rik",30.8847359735707,-0.932297962811718,0.234715536830553,-3.95069192456322,7.79255794280979e-05,0.00102677085726213
"1200014J11Rik",13.9574098212779,0.118541237741056,0.294601338543638,0.384828752667742,0.700364295054605,0.91567560113391
"1300002E11Rik",6.91084406864951,-0.445008147219286,0.330081116109661,-1.36888641305558,0.171034783493849,0.469303387269609
"1300017J02Rik",0,NA,NA,NA,NA,NA
"1500004A13Rik",1.62292662883834,0.127322355941397,0.246587462865645,0.470606597673528,0.637921695262499,NA
"1500009C09Rik",0,NA,NA,NA,NA,NA
"1500009L16Rik",35.3826712421211,-1.35436863174745,0.202973873397153,-6.55293025113303,5.64188726061411e-11,3.75494365272113e-09
"1500011B03Rik",7.01962175546134,-0.30301367475012,0.330017022872267,-0.926673756875428,0.354095947064412,0.699563684696039
"1500011K16Rik",13.0827512123482,-0.971789402815556,0.316857977956893,-3.11572880714549,0.0018349093561006,0.0149648510813285
"1500012F01Rik",107.066698343717,-1.19830170396059,0.199566771232115,-5.99026686200256,2.09496992755209e-09,9.22798830889852e-08
"1500012K07Rik",0,NA,NA,NA,NA,NA
"1500015A07Rik",2.37004028813651,0.0644502102039091,0.283134479920225,0.227115376791886,0.820334027500949,NA
"1500015L24Rik",0,NA,NA,NA,NA,NA
"1500015O10Rik",0.917033138175014,-0.0661074976696796,0.181748311706722,-0.390570383702973,0.696114820567972,NA
"1500017E21Rik",0,NA,NA,NA,NA,NA
"1500026H17Rik",0,NA,NA,NA,NA,NA
"1600002D24Rik",0,NA,NA,NA,NA,NA
"1600002H07Rik",8.11573970867403,0.0100238265517413,0.326614942240282,0.0279839593658582,0.977674944709043,0.994246225602606
"1600002K03Rik",10.9529092245909,-0.653993919750774,0.316740010974606,-2.05840735867442,0.0395510459466923,0.17230121210795
"1600010M07Rik",0,NA,NA,NA,NA,NA
"1600012H06Rik",3.90104682703007,0.173577013589635,0.318865066253838,0.519212295378342,0.603612705819031,0.868325336986429
"1600014C10Rik",2.21992779712951,-0.0255995601735233,0.277431373939489,-0.0948492539138226,0.924434564221734,NA
"1600014C23Rik",0,NA,NA,NA,NA,NA
"1600014K23Rik",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"1600015I10Rik",0,NA,NA,NA,NA,NA
"1600019K03Rik",0,NA,NA,NA,NA,NA
"1600020E01Rik",9.39240445515881,-0.920370946021955,0.326428563240064,-2.84590054594153,0.00442860239519894,0.0308479729865729
"1600023N17Rik",0,NA,NA,NA,NA,NA
"1600025M17Rik",0,NA,NA,NA,NA,NA
"1600027J07Rik",0,NA,NA,NA,NA,NA
"1600029I14Rik",0,NA,NA,NA,NA,NA
"1600029O15Rik",0,NA,NA,NA,NA,NA
"1700001C02Rik",0,NA,NA,NA,NA,NA
"1700001C19Rik",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"1700001D01Rik",0,NA,NA,NA,NA,NA
"1700001F09Rik",0,NA,NA,NA,NA,NA
"1700001G01Rik",0,NA,NA,NA,NA,NA
"1700001G11Rik",0.0592751597091447,0,0.0814698739956326,0,1,NA
"1700001G17Rik",0,NA,NA,NA,NA,NA
"1700001J03Rik",0,NA,NA,NA,NA,NA
"1700001J11Rik",0,NA,NA,NA,NA,NA
"1700001K19Rik",0,NA,NA,NA,NA,NA
"1700001K23Rik",0,NA,NA,NA,NA,NA
"1700001L05Rik",5.61351306475621,-0.360018132024312,0.328206571861133,-1.16204605896715,0.245216756350486,0.579245177306667
"1700001L19Rik",0,NA,NA,NA,NA,NA
"1700001O22Rik",0.601021161195138,-0.0413104020729568,0.121387654317446,-0.272160852863755,0.785498340923166,NA
"1700001P01Rik",1.80299601312235,-0.197286252085327,0.248812429507253,-0.998992054360493,0.317798540367432,NA
"1700003C15Rik",0,NA,NA,NA,NA,NA
"1700003D09Rik",0,NA,NA,NA,NA,NA
"1700003E16Rik",0.323587590135864,-0.00494144752440212,0.0814698739956326,-0.0622745639162482,0.95034418420578,NA
"1700003E24Rik",0,NA,NA,NA,NA,NA
"1700003F12Rik",0,NA,NA,NA,NA,NA
"1700003G13Rik",0,NA,NA,NA,NA,NA
"1700003G18Rik",0,NA,NA,NA,NA,NA
"1700003H04Rik",0,NA,NA,NA,NA,NA
"1700003I22Rik",0,NA,NA,NA,NA,NA
"1700003L19Rik",0,NA,NA,NA,NA,NA
"1700003M02Rik",0,NA,NA,NA,NA,NA
"1700003M07Rik",0.735722355547829,0.0363641527907301,0.146144189863625,0.151023923847368,0.879956843846066,NA
"1700003P14Rik",0,NA,NA,NA,NA,NA
"1700006A11Rik",0,NA,NA,NA,NA,NA
"1700006E09Rik",0,NA,NA,NA,NA,NA
"1700006F04Rik",0,NA,NA,NA,NA,NA
"1700006H21Rik",0,NA,NA,NA,NA,NA
"1700007B14Rik",0,NA,NA,NA,NA,NA
"1700007F19Rik",0,NA,NA,NA,NA,NA
"1700007G11Rik",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"1700007J10Rik",0,NA,NA,NA,NA,NA
"1700007K09Rik",0,NA,NA,NA,NA,NA
"1700007K13Rik",11.8139449152969,-0.201161174276199,0.317786317359892,-0.629310591408308,0.529145738732874,0.826438993793482
"1700007L15Rik",4.71254374311129,-0.477397314397083,0.323172523915739,-1.54372984305155,0.122653793473118,0.385109259258917
"1700007P06Rik",0,NA,NA,NA,NA,NA
"1700008C04Rik",0,NA,NA,NA,NA,NA
"1700008J07Rik",1.00770541100591,-0.0350725997033821,0.208086171408647,-0.170672130920047,0.864481577571306,NA
"1700008K24Rik",0,NA,NA,NA,NA,NA
"1700008O03Rik",1.44295565406249,0.00375578434901445,0.234181572345796,0.0161052784988291,0.987150402428849,NA
"1700008P02Rik",0,NA,NA,NA,NA,NA
"1700009C05Rik",0,NA,NA,NA,NA,NA
"1700009J07Rik",0,NA,NA,NA,NA,NA
"1700009N14Rik",0,NA,NA,NA,NA,NA
"1700010B08Rik",0,NA,NA,NA,NA,NA
"1700010D01Rik",0,NA,NA,NA,NA,NA
"1700010I02Rik",0,NA,NA,NA,NA,NA
"1700010I14Rik",0,NA,NA,NA,NA,NA
"1700010J16Rik",0,NA,NA,NA,NA,NA
"1700010K23Rik",0,NA,NA,NA,NA,NA
"1700011A15Rik",0,NA,NA,NA,NA,NA
"1700011B04Rik",0,NA,NA,NA,NA,NA
"1700011C11Rik",0.049090664111819,0,0.0814698739956326,0,1,NA
"1700011E24Rik",0,NA,NA,NA,NA,NA
"1700011H14Rik",0,NA,NA,NA,NA,NA
"1700011I03Rik",0,NA,NA,NA,NA,NA
"1700011L22Rik",0,NA,NA,NA,NA,NA
"1700011M02Rik",0,NA,NA,NA,NA,NA
"1700012A03Rik",0,NA,NA,NA,NA,NA
"1700012B07Rik",0,NA,NA,NA,NA,NA
"1700012B09Rik",0,NA,NA,NA,NA,NA
"1700012C14Rik",0.375315395721006,-0.0198157434392393,0.0814698739956326,-0.243213927436596,0.807839678212514,NA
"1700012D01Rik",0.123041730333108,0,0.0814698739956326,0,1,NA
"1700012D14Rik",0,NA,NA,NA,NA,NA
"1700012D16Rik",0,NA,NA,NA,NA,NA
"1700012H19Rik",0,NA,NA,NA,NA,NA
"1700012I11Rik",0,NA,NA,NA,NA,NA
"1700012L04Rik",0,NA,NA,NA,NA,NA
"1700012P22Rik",0,NA,NA,NA,NA,NA
"1700013D24Rik",0,NA,NA,NA,NA,NA
"1700013F07Rik",0,NA,NA,NA,NA,NA
"1700013G24Rik",0,NA,NA,NA,NA,NA
"1700013H16Rik",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"1700015E13Rik",0,NA,NA,NA,NA,NA
"1700015F17Rik",0,NA,NA,NA,NA,NA
"1700015G11Rik",0,NA,NA,NA,NA,NA
"1700016C15Rik",0,NA,NA,NA,NA,NA
"1700016D06Rik",0,NA,NA,NA,NA,NA
"1700016G22Rik",0,NA,NA,NA,NA,NA
"1700016H13Rik",0.312909771235573,-0.0198157434392393,0.0814698739956326,-0.243217767441431,0.807836703625237,NA
"1700016K19Rik",0.842605515298555,-0.0671247879596033,0.178173063540457,-0.385688803969323,0.699727155636442,NA
"1700016L04Rik",0,NA,NA,NA,NA,NA
"1700016L21Rik",0,NA,NA,NA,NA,NA
"1700016P04Rik",0,NA,NA,NA,NA,NA
"1700017B05Rik",27.2332310990555,0.905042575969768,0.226268717103517,3.86227889087845,0.000112334221264111,0.00141083117009114
"1700017D01Rik",0,NA,NA,NA,NA,NA
"1700017G19Rik",0,NA,NA,NA,NA,NA
"1700017J07Rik",0.158295641807996,0,0.0814698739956326,0,1,NA
"1700017L05Rik",0,NA,NA,NA,NA,NA
"1700017N19Rik",0,NA,NA,NA,NA,NA
"1700018A04Rik",0,NA,NA,NA,NA,NA
"1700018B08Rik",0.855097829115309,-0.0992150549197491,0.17120397977982,-0.854534380368284,0.392808968409899,NA
"1700018B24Rik",0,NA,NA,NA,NA,NA
"1700018C11Rik",0,NA,NA,NA,NA,NA
"1700018F24Rik",0,NA,NA,NA,NA,NA
"1700018G05Rik",0,NA,NA,NA,NA,NA
"1700018L02Rik",0.0947514666120806,0.0248071443052722,0.0814698739956326,0.290734232945624,0.771254587850264,NA
"1700019A02Rik",4.6445574181439,-0.572185372751427,0.31997813027593,-1.9681050783824,0.0490559486635249,0.201484716078438
"1700019B03Rik",0,NA,NA,NA,NA,NA
"1700019B21Rik",0,NA,NA,NA,NA,NA
"1700019C18Rik",0,NA,NA,NA,NA,NA
"1700019D03Rik",25.4300135366116,-0.541035545225514,0.260259521276728,-2.08335019912785,0.037219314136861,0.164660701746676
"1700019E08Rik",0,NA,NA,NA,NA,NA
"1700019G17Rik",1.11156293249067,-0.0357756705507042,0.214222208818005,-0.174131440202281,0.86176216493228,NA
"1700019G24Rik",0.056649898132563,-0.0198157434392393,0.0814698739956326,-0.243226757304183,0.807829739808578,NA
"1700019L03Rik",0.04516668528702,0.00993284839043506,0.0814698739956326,0.121921614075947,0.902961097769562,NA
"1700019M22Rik",0,NA,NA,NA,NA,NA
"1700019N19Rik",0,NA,NA,NA,NA,NA
"1700019O17Rik",0,NA,NA,NA,NA,NA
"1700020A23Rik",0,NA,NA,NA,NA,NA
"1700020D05Rik",0,NA,NA,NA,NA,NA
"1700020D14Rik",0,NA,NA,NA,NA,NA
"1700020G17Rik",0,NA,NA,NA,NA,NA
"1700020I14Rik",25.7081809008801,-0.0192149020304036,0.237342985716219,-0.0914167153183266,0.927161480458146,0.982332555604966
"1700020L24Rik",1.06267119679989,-0.0812232594031595,0.205424882112463,-0.457779218980172,0.647111067159654,NA
"1700020M21Rik",0,NA,NA,NA,NA,NA
"1700020N01Rik",1.01994305756976,-0.159547778689212,0.190866393680699,-1.23918612950755,0.215276576058532,NA
"1700020N15Rik",1.43185856999126,-0.177978820850852,0.223564423316059,-1.15076435435976,0.249829193057809,NA
"1700020N18Rik",0,NA,NA,NA,NA,NA
"1700021F05Rik",41.5700529453876,-0.356529092703171,0.25364887573329,-1.40554636373873,0.15985887261785,0.453286930651429
"1700021F07Rik",0,NA,NA,NA,NA,NA
"1700021K19Rik",4.43306169303741,0.328512475153959,0.324251995515057,0.940050448284009,0.347191684217411,0.692372832347333
"1700021N21Rik",0,NA,NA,NA,NA,NA
"1700022A21Rik",0,NA,NA,NA,NA,NA
"1700022A22Rik",0,NA,NA,NA,NA,NA
"1700022E09Rik",0,NA,NA,NA,NA,NA
"1700022H01Rik",0,NA,NA,NA,NA,NA
"1700022H16Rik",0,NA,NA,NA,NA,NA
"1700022I11Rik",0,NA,NA,NA,NA,NA
"1700023C21Rik",0,NA,NA,NA,NA,NA
"1700023F02Rik",0,NA,NA,NA,NA,NA
"1700023F06Rik",1.40019549821331,-0.00017451442614733,0.230282433804541,-0.00258820515460798,0.997934913372551,NA
"1700024B18Rik",0,NA,NA,NA,NA,NA
"1700024F13Rik",0.364745606983687,0.0248071443052722,0.0814698739956326,0.290746538106926,0.771245176066897,NA
"1700024G13Rik",0.509838694311445,0.0102994437700582,0.0817294359986265,0.121937378025821,0.902948613106626,NA
"1700024I08Rik",0,NA,NA,NA,NA,NA
"1700024N05Rik",0,NA,NA,NA,NA,NA
"1700024P04Rik",0,NA,NA,NA,NA,NA
"1700024P16Rik",0,NA,NA,NA,NA,NA
"1700025B11Rik",0,NA,NA,NA,NA,NA
"1700025C18Rik",0,NA,NA,NA,NA,NA
"1700025F22Rik",0,NA,NA,NA,NA,NA
"1700025F24Rik",0,NA,NA,NA,NA,NA
"1700025G04Rik",1.52404189164029,0.0350018304979644,0.242060643037814,0.113846204472749,0.909359710798074,NA
"1700025J12Rik",0,NA,NA,NA,NA,NA
"1700025K24Rik",0,NA,NA,NA,NA,NA
"1700025M24Rik",0,NA,NA,NA,NA,NA
"1700025N23Rik",0,NA,NA,NA,NA,NA
"1700026D08Rik",0,NA,NA,NA,NA,NA
"1700026D11Rik",0,NA,NA,NA,NA,NA
"1700026F02Rik",0,NA,NA,NA,NA,NA
"1700026J14Rik",0,NA,NA,NA,NA,NA
"1700026L06Rik",0.321822813047019,-0.00494144752440211,0.0814698739956326,-0.0606492023542569,0.95163858780364,NA
"1700027A15Rik",0.049090664111819,0,0.0814698739956326,0,1,NA
"1700027F06Rik",0,NA,NA,NA,NA,NA
"1700027F09Rik",0,NA,NA,NA,NA,NA
"1700027H10Rik",0,NA,NA,NA,NA,NA
"1700027I24Rik",0,NA,NA,NA,NA,NA
"1700027J07Rik",0,NA,NA,NA,NA,NA
"1700028B04Rik",0.812857915605761,-0.144473138685762,0.167876271378876,-1.11119796596655,0.266483146588553,NA
"1700028D13Rik",0,NA,NA,NA,NA,NA
"1700028E10Rik",0,NA,NA,NA,NA,NA
"1700028I16Rik",0.225175226019564,0,0.0814698739956326,0,1,NA
"1700028J19Rik",0.155963072316311,-0.00494144752440212,0.0814698739956326,-0.0606563714896202,0.951632878173066,NA
"1700028K03Rik",0,NA,NA,NA,NA,NA
"1700028M03Rik",0,NA,NA,NA,NA,NA
"1700028P14Rik",0,NA,NA,NA,NA,NA
"1700028P15Rik",0,NA,NA,NA,NA,NA
"1700029B22Rik",0,NA,NA,NA,NA,NA
"1700029F12Rik",0,NA,NA,NA,NA,NA
"1700029H14Rik",0,NA,NA,NA,NA,NA
"1700029I15Rik",0.164543524344917,-0.00494144752440213,0.0814698739956326,-0.0606563714896199,0.951632878173066,NA
"1700029J03Rik",0,NA,NA,NA,NA,NA
"1700029J07Rik",0,NA,NA,NA,NA,NA
"1700029M20Rik",0,NA,NA,NA,NA,NA
"1700029N11Rik",0,NA,NA,NA,NA,NA
"1700029P11Rik",3.9727716391715,-0.200265478289048,0.311605231284114,-0.794336243249166,0.426999709992342,0.758205132562839
"1700030A11Rik",0,NA,NA,NA,NA,NA
"1700030C10Rik",8.36436875341333,-0.096684904383904,0.328241218533441,-0.272848315206444,0.784969817931105,0.946907233508712
"1700030F04Rik",0,NA,NA,NA,NA,NA
"1700030F18Rik",0,NA,NA,NA,NA,NA
"1700030J22Rik",0.658542927284971,0.0578453987230138,0.137458561982623,0.49356442150965,0.621613832698046,NA
"1700030K09Rik",7.04202210500407,-0.159005073555247,0.32998353488904,-0.479344098305532,0.631693855199718,0.88150972937114
"1700030L20Rik",0,NA,NA,NA,NA,NA
"1700030M09Rik",0,NA,NA,NA,NA,NA
"1700030N03Rik",0,NA,NA,NA,NA,NA
"1700030O20Rik",0,NA,NA,NA,NA,NA
"1700031A10Rik",0,NA,NA,NA,NA,NA
"1700031F05Rik",0,NA,NA,NA,NA,NA
"1700031M16Rik",0,NA,NA,NA,NA,NA
"1700031P21Rik",0,NA,NA,NA,NA,NA
"1700034E13Rik",0,NA,NA,NA,NA,NA
"1700034G24Rik",0,NA,NA,NA,NA,NA
"1700034H15Rik",0,NA,NA,NA,NA,NA
"1700034I23Rik",0,NA,NA,NA,NA,NA
"1700034J05Rik",0,NA,NA,NA,NA,NA
"1700034K08Rik",0,NA,NA,NA,NA,NA
"1700034O15Rik",0,NA,NA,NA,NA,NA
"1700034P13Rik",1.24328136687022,0.00787173679582041,0.219060498632212,0.046049812816803,0.963270547106895,NA
"1700036G14Rik",0,NA,NA,NA,NA,NA
"1700037C18Rik",1.75028633372423,-0.0604651161111431,0.25405437575655,-0.23129462491801,0.817085922181056,NA
"1700037H04Rik",72.0779905297277,-0.12416603781901,0.166605829827749,-0.732324988720973,0.463970230662763,0.787914992217878
"1700039E15Rik",0,NA,NA,NA,NA,NA
"1700039E22Rik",0,NA,NA,NA,NA,NA
"1700040L02Rik",0,NA,NA,NA,NA,NA
"1700041A01Rik",0,NA,NA,NA,NA,NA
"1700041C23Rik",0,NA,NA,NA,NA,NA
"1700041M19Rik",0,NA,NA,NA,NA,NA
"1700042G07Rik",0,NA,NA,NA,NA,NA
"1700042G15Rik",0,NA,NA,NA,NA,NA
"1700042O10Rik",2.35717917973786,-0.48633976732778,0.266316382669752,-2.66383008287647,0.00772565752272689,NA
"1700044C05Rik",0,NA,NA,NA,NA,NA
"1700044K03Rik",0,NA,NA,NA,NA,NA
"1700045H11Rik",0,NA,NA,NA,NA,NA
"1700046C09Rik",0,NA,NA,NA,NA,NA
"1700047A11Rik",0,NA,NA,NA,NA,NA
"1700047E10Rik",0,NA,NA,NA,NA,NA
"1700047G03Rik",0,NA,NA,NA,NA,NA
"1700047I17Rik2",3.14568855640579,0.255482354825528,0.306143097610625,0.715049012929289,0.474578757970459,NA
"1700047L14Rik",0,NA,NA,NA,NA,NA
"1700047M11Rik",0,NA,NA,NA,NA,NA
"1700048M11Rik",0,NA,NA,NA,NA,NA
"1700048O20Rik",0,NA,NA,NA,NA,NA
"1700049E15Rik",0,NA,NA,NA,NA,NA
"1700049E22Rik",0.0541369563674161,0,0.0814698739956326,0,1,NA
"1700049G17Rik",0,NA,NA,NA,NA,NA
"1700049L16Rik",0,NA,NA,NA,NA,NA
"1700051A21Rik",0,NA,NA,NA,NA,NA
"1700052I22Rik",0,NA,NA,NA,NA,NA
"1700052K11Rik",1.097210388843,0.0965530142155996,0.210311031871428,0.379714341492414,0.704157473184582,NA
"1700054A03Rik",0,NA,NA,NA,NA,NA
"1700054K19Rik",0,NA,NA,NA,NA,NA
"1700054M17Rik",0,NA,NA,NA,NA,NA
"1700055C04Rik",0,NA,NA,NA,NA,NA
"1700056E22Rik",0.323587590135864,-0.00494144752440212,0.0814698739956326,-0.0622745639162482,0.95034418420578,NA
"1700057G04Rik",0,NA,NA,NA,NA,NA
"1700057H15Rik",0,NA,NA,NA,NA,NA
"1700057H21Rik",0.0577366236684357,0,0.0814698739956326,0,1,NA
"1700060C16Rik",0,NA,NA,NA,NA,NA
"1700060C20Rik",0,NA,NA,NA,NA,NA
"1700061F12Rik",0,NA,NA,NA,NA,NA
"1700061G19Rik",3.35671514896919,-0.247028228397211,0.302127082931586,-1.05665075738243,0.290671006370847,NA
"1700061I17Rik",0,NA,NA,NA,NA,NA
"1700061J23Rik",0,NA,NA,NA,NA,NA
"1700063A18Rik",0,NA,NA,NA,NA,NA
"1700063D05Rik",0,NA,NA,NA,NA,NA
"1700063O14Rik",0,NA,NA,NA,NA,NA
"1700064J06Rik",0,NA,NA,NA,NA,NA
"1700064M15Rik",0,NA,NA,NA,NA,NA
"1700065D16Rik",0.173889458553501,-0.0346900393540765,0.0814698739956326,-0.41609361717061,0.677341500390582,NA
"1700065I16Rik",0,NA,NA,NA,NA,NA
"1700065J11Rik",0,NA,NA,NA,NA,NA
"1700065J18Rik",0,NA,NA,NA,NA,NA
"1700065L07Rik",0,NA,NA,NA,NA,NA
"1700065O20Rik",0,NA,NA,NA,NA,NA
"1700066B17Rik",0,NA,NA,NA,NA,NA
"1700066B19Rik",0,NA,NA,NA,NA,NA
"1700066J03Rik",0,NA,NA,NA,NA,NA
"1700066M21Rik",1.6614826824505,0.0518285105871185,0.247985046805814,0.267224044524834,0.789296664230437,NA
"1700066N21Rik",0,NA,NA,NA,NA,NA
"1700066O22Rik",0,NA,NA,NA,NA,NA
"1700067G17Rik",0,NA,NA,NA,NA,NA
"1700067K01Rik",0.319739412435827,0.00993284839043505,0.0814698739956326,0.121934019034177,0.902951273343882,NA
"1700067P10Rik",0,NA,NA,NA,NA,NA
"1700069L16Rik",0,NA,NA,NA,NA,NA
"1700069P05Rik",0,NA,NA,NA,NA,NA
"1700071K01Rik",0,NA,NA,NA,NA,NA
"1700071M16Rik",0.04516668528702,0.00993284839043506,0.0814698739956326,0.121921614075947,0.902961097769562,NA
"1700072B07Rik",0,NA,NA,NA,NA,NA
"1700072I22Rik",0,NA,NA,NA,NA,NA
"1700072O05Rik",0,NA,NA,NA,NA,NA
"1700073E17Rik",0,NA,NA,NA,NA,NA
"1700074H08Rik",0,NA,NA,NA,NA,NA
"1700074P13Rik",0,NA,NA,NA,NA,NA
"1700080E11Rik",0,NA,NA,NA,NA,NA
"1700080N15Rik",0,NA,NA,NA,NA,NA
"1700080O16Rik",0,NA,NA,NA,NA,NA
"1700081H04Rik",0,NA,NA,NA,NA,NA
"1700084C01Rik",0,NA,NA,NA,NA,NA
"1700084D21Rik",0,NA,NA,NA,NA,NA
"1700084E18Rik",0.89408822876435,-0.0207780941303641,0.180500460514284,-0.131195877259732,0.89562035724006,NA
"1700084F23Rik",0,NA,NA,NA,NA,NA
"1700084J12Rik",0,NA,NA,NA,NA,NA
"1700084M14Rik",0,NA,NA,NA,NA,NA
"1700085C21Rik",0,NA,NA,NA,NA,NA
"1700086L19Rik",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"1700086O06Rik",2.30730436124074,0.00129790329351249,0.279243722596286,-0.0182210811360919,0.985462485112877,NA
"1700088E04Rik",0,NA,NA,NA,NA,NA
"1700091H14Rik",0,NA,NA,NA,NA,NA
"1700092C02Rik",0,NA,NA,NA,NA,NA
"1700092C10Rik",0,NA,NA,NA,NA,NA
"1700092E19Rik",0,NA,NA,NA,NA,NA
"1700092K14Rik",0,NA,NA,NA,NA,NA
