Gene_id	Empty_ASV_2h_1	Empty_ASV_2h_2	Empty_ASV_2h_3	Empty_ASV_4h_1	Empty_ASV_4h_2	Empty_ASV_4h_3	Empty_DMSO_2h_1	Empty_DMSO_2h_2	Empty_DMSO_2h_3	Empty_DMSO_4h_1	Empty_DMSO_4h_2	Empty_DMSO_4h_3	Ascl1_ASV_2h_1	Ascl1_ASV_2h_2	Ascl1_ASV_2h_3	Ascl1_ASV_4h_1	Ascl1_ASV_4h_2	Ascl1_ASV_4h_3	Ascl1_DMSO_2h_1	Ascl1_DMSO_2h_2	Ascl1_DMSO_2h_3	Ascl1_DMSO_4h_1	Ascl1_DMSO_4h_2	Ascl1_DMSO_4h_3
Fam240b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam241a	4	1	2	4	6	0	0	2	0	7	3	0	3	1	0	5	2	2	1	9	0	0	0	1
Fam241b	10	0	10	30	23	0	0	9	0	0	8	0	3	2	0	8	2	11	29	24	2	1	3	3
Fam243	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam24a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam24b	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	1	1	0	0	2
Fam25c	10	0	5	16	7	0	0	3	0	0	3	0	0	0	0	2	0	0	8	3	1	0	0	0
Fam32a	334	36	339	1527	1170	0	0	292	3	29	372	0	137	253	9	935	104	150	875	1062	202	163	179	196
Fam3a	2	0	1	4	8	0	0	1	0	0	2	0	0	0	0	2	0	1	0	6	0	0	1	0
Fam3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3c	110	0	55	240	195	0	0	12	0	2	44	0	28	31	0	140	13	40	75	245	42	21	37	58
Fam3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam43a	118	17	61	340	316	0	0	27	2	5	81	0	55	47	0	128	27	30	116	199	50	22	28	49
Fam43b	4	0	4	23	15	0	0	1	0	0	1	0	3	2	0	33	5	4	13	16	1	0	1	5
Fam47c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam47e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam50a	12	0	3	48	44	0	0	6	0	0	13	0	3	6	0	15	2	1	14	21	2	3	3	1
Fam50b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fam53a	24	0	11	37	34	0	0	8	0	0	19	0	13	9	0	35	2	13	22	29	10	6	5	4
Fam53b	12	3	15	73	12	0	0	2	0	1	17	0	4	14	0	32	0	4	12	50	5	6	4	2
Fam53c	132	1	106	448	354	0	0	34	2	20	83	0	67	64	0	324	58	77	176	291	71	52	57	77
Fam71a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71e1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	6	0	0	0	1	1	0	0	0
Fam71e2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71f2	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam72a	78	0	23	65	64	0	0	4	0	0	4	0	28	4	0	53	15	26	13	56	29	15	17	20
Fam76a	32	0	25	59	92	0	0	13	0	0	20	0	6	6	0	39	6	6	13	41	8	5	4	11
Fam76b	82	0	35	157	119	0	0	12	0	4	14	0	30	13	0	83	10	19	51	70	18	13	16	21
Fam78a	16	0	1	11	9	0	0	1	0	0	2	0	3	0	0	2	1	2	2	14	2	0	1	3
Fam78b	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
Fam81a	18	0	4	35	15	0	0	1	0	0	3	0	1	5	0	7	0	1	7	6	1	2	0	5
Fam81b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83a	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Fam83b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
Fam83c	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fam83d	160	1	67	277	273	0	0	23	1	14	41	0	47	22	0	210	22	50	82	183	39	21	50	48
Fam83e	24	0	21	218	188	0	0	7	0	2	12	0	17	26	0	71	5	8	41	71	9	5	14	10
Fam83f	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	3	2
Fam83g	34	2	11	77	52	0	0	7	0	3	18	0	6	4	0	30	7	7	44	38	13	12	7	12
Fam83h	22	1	18	74	65	0	0	18	0	11	22	0	14	4	0	43	4	1	28	25	11	6	6	7
Fam89a	8	0	3	13	7	0	0	1	0	0	1	0	1	0	0	5	1	0	2	1	2	0	2	1
Fam89b	38	1	21	84	82	0	0	8	0	0	36	0	6	23	0	48	10	12	48	54	8	5	5	6
Fam8a1	68	2	56	207	149	0	0	35	0	5	82	0	23	39	0	147	18	33	122	127	41	11	25	23
Fam90a1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fam90a1b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0
Fam91a1	38	2	18	85	91	0	0	18	0	0	20	0	11	8	0	51	7	11	50	40	5	5	12	9
Fam98a	16	0	6	14	5	0	0	1	0	0	3	0	5	2	0	14	2	2	2	3	1	2	3	6
Fam98b	64	0	63	237	213	0	0	19	0	3	39	0	36	27	0	89	23	52	147	104	41	22	27	39
Fam98c	24	2	16	96	104	0	0	3	1	3	20	0	3	13	0	38	4	9	41	68	9	6	1	7
Fanca	0	0	2	10	18	0	0	2	0	0	0	0	4	1	0	4	4	1	7	6	0	1	0	1
Fancb	6	0	7	20	10	0	0	1	0	2	0	0	4	4	0	3	7	1	2	3	5	1	4	3
Fancc	4	0	8	21	6	0	0	1	0	0	8	0	4	1	0	16	4	1	9	7	3	1	2	2
Fancd2	10	0	6	56	41	0	0	3	0	0	9	0	10	13	0	37	1	14	42	17	7	1	7	12
Fancd2os	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
Fance	24	0	20	69	71	0	0	13	0	2	24	0	4	7	0	63	11	11	21	68	13	6	11	8
Fancf	114	3	80	524	294	0	0	42	1	0	83	0	38	59	0	200	21	24	161	228	29	27	28	47
Fancg	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	2	0	1	0
Fanci	6	0	2	17	7	0	0	1	0	0	0	0	0	1	0	8	0	0	10	10	2	0	1	0
Fancl	12	1	4	23	23	0	0	3	0	1	4	0	6	2	0	14	6	5	14	14	4	5	4	10
Fancm	44	1	31	116	95	0	0	20	2	2	33	0	18	20	0	76	5	12	61	45	12	7	10	16
Fank1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Far1	22	0	28	71	53	0	0	4	0	1	7	0	15	12	0	40	10	6	44	31	13	4	16	15
Far2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Farp1	2	0	1	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
Farp2	2	0	2	2	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
Fars2	6	0	10	31	23	1	0	5	0	0	14	0	1	7	0	43	4	0	5	25	3	4	2	4
Farsa	242	2	100	1102	1014	0	0	124	1	26	253	0	104	129	0	501	32	55	492	538	84	46	72	81
Farsb	184	10	105	696	499	1	0	85	1	26	191	0	39	79	0	494	18	33	236	419	44	22	52	41
Fas	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Fasl	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	2	1	0	0	0	0
Fasn	184	10	152	942	621	0	0	177	0	14	335	0	51	124	0	472	18	52	338	704	55	36	57	89
Fastk	6	0	1	27	32	0	0	2	0	0	8	0	8	1	0	18	5	4	5	13	1	1	4	6
Fastkd1	6	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	1	0	0	1
Fastkd2	72	1	33	134	109	0	0	16	0	2	40	0	10	22	0	92	13	18	38	69	17	3	20	15
Fastkd3	254	0	177	659	551	1	0	76	0	9	190	0	79	68	0	486	47	75	292	337	81	24	75	76
Fastkd5	26	4	45	161	91	0	0	36	0	0	40	0	14	18	0	82	6	14	62	105	21	17	18	29
Fat1	88	0	45	210	113	0	0	11	0	3	8	0	55	10	0	63	27	32	61	82	23	12	60	33
Fat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fate1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fau	30	3	12	71	103	0	0	9	1	19	18	0	7	12	0	87	6	9	75	68	2	3	3	2
Fau-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faxc	6	0	2	4	1	0	0	1	0	0	1	0	0	4	0	1	2	0	0	3	0	1	1	1
Fbf1	4	0	4	27	12	0	0	1	0	1	9	0	0	0	0	11	0	2	5	10	0	0	2	0
Fbh1	6	0	4	30	16	0	0	3	0	0	1	0	8	4	0	11	0	5	50	8	2	2	1	2
Fbl	10	0	15	53	28	0	0	5	0	0	7	0	9	5	0	18	1	4	23	18	8	5	3	5
Fblim1	176	7	82	312	348	1	0	25	0	13	49	0	45	30	0	245	24	51	131	173	42	24	26	53
Fbll1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Fbln1	6	0	1	22	10	0	0	2	0	0	8	0	6	8	0	14	4	2	17	15	3	1	5	6
Fbln2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	1
Fbln5	2	0	2	2	8	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	1
Fbln7	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	1
Fbn1	0	0	0	6	1	0	0	1	0	0	1	0	2	0	0	0	1	0	5	4	2	0	0	0
Fbn2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
Fbp1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Fbp2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fbrs	26	1	20	76	47	0	0	17	0	0	21	0	5	9	0	51	8	14	14	27	9	6	9	12
Fbrsl1	368	2	223	1118	908	0	0	60	0	14	194	0	157	146	0	576	75	128	370	847	192	160	167	235
Fbxl12	84	0	22	69	93	0	0	2	0	5	6	0	25	5	0	83	16	21	12	83	24	5	18	24
Fbxl12os	6	0	2	6	0	0	0	1	0	0	1	0	3	0	0	1	0	0	3	0	0	0	0	0
Fbxl13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl14	140	0	25	128	132	0	0	0	0	13	3	0	49	8	0	61	25	36	21	83	31	41	49	44
Fbxl15	8	0	1	3	7	0	0	2	0	0	5	0	3	1	0	10	0	3	3	1	4	2	1	1
Fbxl16	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Fbxl17	4	0	3	19	22	0	0	2	0	0	5	0	0	3	0	11	2	2	11	7	3	0	4	8
Fbxl18	38	1	35	255	184	0	0	54	0	0	84	0	36	31	0	172	15	24	112	135	44	21	27	28
Fbxl19	46	8	37	278	206	0	0	19	0	0	36	0	9	32	0	72	16	19	151	122	21	8	12	14
Fbxl2	2	0	3	12	5	0	0	1	0	1	0	0	2	3	0	1	0	0	9	3	3	0	2	2
Fbxl20	6	0	8	25	20	0	0	0	0	3	1	0	5	0	0	21	3	4	4	13	4	3	7	4
Fbxl21	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fbxl22	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0
Fbxl3	134	1	77	219	233	0	0	28	0	1	34	0	80	21	0	187	40	62	127	154	79	34	60	72
Fbxl4	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	2	0	2	1	2	2	1	1	2
Fbxl5	92	0	63	175	159	0	0	29	0	12	37	0	34	21	0	148	26	22	67	108	31	17	26	34
Fbxl6	2	0	0	14	21	0	0	1	0	0	3	0	1	3	0	6	4	2	3	8	0	1	0	1
Fbxl7	4	0	1	8	3	0	0	0	0	0	4	0	1	1	0	4	0	0	0	0	0	3	0	0
Fbxl8	2	0	1	5	1	0	0	1	0	0	2	0	0	2	0	4	2	1	0	8	0	1	0	0
Fbxo10	4	0	0	7	3	0	0	0	0	0	0	0	1	0	0	3	1	2	0	4	1	0	0	0
Fbxo11	46	0	35	89	81	0	0	9	0	4	9	0	11	12	0	56	14	17	44	44	9	16	15	11
Fbxo15	372	3	237	534	578	0	0	92	1	9	236	0	74	93	0	382	41	82	152	354	71	31	55	80
Fbxo16	6	0	2	7	7	0	0	1	0	0	2	0	0	4	0	7	0	3	9	6	0	3	0	0
Fbxo17	6	0	4	23	25	0	0	4	0	0	3	0	1	2	0	18	1	0	16	23	0	3	2	6
Fbxo2	2	0	4	28	18	0	0	9	0	0	13	0	0	4	0	8	0	0	10	7	0	0	1	3
Fbxo21	96	10	55	450	253	0	0	17	0	2	54	0	32	24	0	126	14	43	135	162	28	13	26	33
Fbxo22	82	1	51	156	147	0	0	14	1	16	34	0	11	14	0	96	19	20	51	96	18	10	15	20
Fbxo24	0	0	0	3	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1
Fbxo25	48	0	33	56	48	0	0	2	0	6	11	0	14	5	0	169	27	52	16	21	11	10	11	16
Fbxo27	2	0	2	4	4	0	0	0	0	0	0	0	0	0	0	2	0	2	3	3	0	1	0	0
Fbxo28	170	0	98	454	333	0	0	64	0	0	85	0	60	44	0	236	26	51	142	214	78	41	35	65
Fbxo3	14	0	17	123	91	0	0	18	0	0	23	0	14	23	0	46	13	7	20	56	10	10	19	21
Fbxo30	128	0	72	281	279	0	0	21	1	0	57	0	47	36	0	205	46	55	137	169	58	42	43	49
Fbxo31	30	0	18	115	109	0	0	38	0	9	39	0	6	16	0	74	5	6	81	102	10	10	7	16
Fbxo32	10	0	2	7	10	0	0	1	0	0	4	0	1	0	0	2	0	0	16	5	5	0	0	1
Fbxo33	186	7	144	551	467	8	0	64	0	10	103	0	57	44	0	341	62	79	251	248	54	48	69	78
Fbxo34	84	0	16	109	131	0	0	5	0	5	13	0	25	6	0	67	13	35	26	58	23	11	22	29
Fbxo36	0	0	1	7	11	0	0	0	0	0	1	0	3	0	0	3	0	2	1	6	1	0	2	1
Fbxo38	16	0	15	24	24	0	0	2	0	1	14	0	7	3	0	35	3	3	5	25	1	1	1	6
Fbxo39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo4	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	1	0
Fbxo40	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fbxo41	0	0	1	2	3	0	0	3	0	0	1	0	1	1	0	1	1	0	1	1	0	0	2	0
Fbxo42	102	1	64	291	218	0	0	22	0	3	48	0	20	33	0	150	13	29	80	168	26	16	32	37
Fbxo43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1
Fbxo44	4	0	1	27	5	0	0	1	0	3	3	0	3	0	0	1	0	0	6	6	1	0	0	0
Fbxo45	92	1	40	310	217	0	0	26	0	6	35	0	52	29	0	167	18	39	84	125	41	22	28	55
Fbxo46	84	1	70	506	320	1	0	32	0	3	74	0	67	35	0	186	18	64	130	230	63	34	48	45
Fbxo47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo48	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Fbxo5	858	2	494	1909	1636	1	0	140	0	57	265	0	317	164	1	1232	213	379	727	1175	357	299	300	422
Fbxo6	28	3	48	185	125	0	0	13	0	4	17	0	5	18	0	53	4	11	92	58	10	2	5	7
Fbxo7	32	1	16	90	100	0	0	23	0	2	22	0	10	15	0	49	4	9	37	56	11	6	17	9
Fbxo8	70	0	45	115	116	0	0	9	0	2	28	0	19	11	0	107	15	18	36	65	27	8	14	21
Fbxo9	14	0	6	18	10	0	0	5	0	0	10	0	0	2	0	15	1	1	4	14	5	0	2	4
Fbxw10	0	0	1	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	2	1	0	0
Fbxw11	78	0	63	259	167	0	0	36	0	10	61	0	33	35	0	204	23	34	112	204	40	26	30	44
Fbxw13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw17	10	0	4	26	23	0	0	4	0	0	11	0	4	10	0	29	4	2	18	19	3	1	4	9
Fbxw18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	50	0	22	88	81	0	0	11	0	1	31	0	21	12	0	47	7	6	31	46	11	4	4	5
Fbxw20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw4	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0
Fbxw5	2	0	3	14	12	0	0	6	0	1	1	0	1	2	0	8	0	1	3	4	0	2	0	1
Fbxw7	154	0	103	445	383	0	0	58	1	10	87	0	73	36	0	258	32	61	199	250	79	41	47	88
Fbxw8	14	1	15	88	56	0	0	16	0	0	22	0	4	3	0	53	5	2	43	31	3	0	3	4
Fbxw9	132	0	54	603	523	1	0	94	0	4	146	0	26	54	0	270	7	24	120	431	22	35	52	45
Fcamr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	4	0	0	6	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2
Fcer2a	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
Fcf1	160	4	92	523	336	1	0	19	0	0	48	0	37	51	0	143	24	39	225	162	24	18	29	23
Fcgbp	0	0	2	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Fcgr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr2b	16	0	2	4	8	0	0	2	0	0	2	0	3	1	0	4	2	0	3	9	0	0	1	2
Fcgr3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
Fcgr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgrt	0	0	1	10	2	0	0	0	0	0	2	0	0	0	0	6	0	0	0	6	1	0	2	0
Fcho1	2	0	6	43	21	0	0	0	0	0	5	0	8	4	0	10	4	4	3	12	4	2	5	10
Fcho2	10	0	9	39	18	0	0	2	0	0	4	0	8	4	0	7	3	9	10	8	3	5	5	3
Fchsd1	4	0	1	13	14	0	0	3	0	0	10	0	0	3	0	0	0	0	0	11	1	1	1	1
Fchsd2	30	0	12	61	58	0	0	2	0	0	12	0	10	4	0	34	5	15	34	18	9	1	13	3
Fcmr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fcna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcnaos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcor	0	0	2	5	2	0	0	1	0	0	0	0	0	1	0	10	0	0	0	6	0	0	0	0
Fcrl1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fcrl5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fcrl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fcrls	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcsk	6	0	2	12	3	0	0	2	0	4	1	0	1	0	0	3	0	0	5	4	1	0	2	0
Fdft1	58	0	40	151	129	0	0	30	0	0	53	0	21	24	0	138	7	20	66	116	19	5	19	25
Fdps	12	0	13	52	31	0	0	14	0	0	22	0	3	6	0	18	5	10	26	32	6	2	4	6
Fdx1	30	0	17	56	65	0	0	1	0	0	8	0	15	2	0	22	6	3	23	17	8	3	4	10
Fdx2	42	18	19	94	65	0	0	17	0	5	19	0	10	10	0	72	10	11	40	64	10	3	6	8
Fdxacb1	68	0	40	173	130	0	0	35	2	3	60	0	12	21	0	104	13	11	51	100	20	19	19	30
Fdxr	6	0	3	28	36	0	0	3	0	2	7	0	0	3	0	21	0	1	15	11	3	0	4	2
Fech	10	0	3	19	30	0	0	1	0	0	5	0	7	1	0	14	1	4	8	15	3	5	5	3
Fem1a	60	0	55	354	258	0	0	57	0	13	92	0	32	51	0	175	14	18	111	186	21	16	26	30
Fem1al	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fem1b	518	17	500	2266	1684	0	0	349	4	31	559	0	198	333	0	1447	155	240	1144	1276	262	200	141	284
Fem1c	206	3	167	865	601	0	1	76	2	3	155	0	88	100	0	482	54	130	250	484	96	55	98	124
Fen1	334	1	118	398	400	0	0	17	1	11	20	0	112	15	0	279	76	133	92	283	87	61	105	125
Fer	2	0	4	17	24	0	0	0	0	2	1	0	3	0	0	10	0	0	18	6	5	2	5	2
Fer1l4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0
Fer1l5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt2	46	0	10	22	49	0	0	4	0	0	9	0	0	2	0	11	9	10	24	14	6	5	5	1
Fermt3	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fes	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fetub	0	0	0	0	5	0	0	0	0	0	1	0	1	1	0	0	0	0	2	3	0	1	0	0
Fev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fez1	12	2	13	51	29	0	0	0	0	0	4	0	2	1	0	16	0	5	20	19	4	0	3	3
Fez2	10	0	3	25	13	0	0	4	0	0	3	0	4	4	0	21	5	0	6	24	3	3	2	3
Fezf1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fezf2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	1	0
Ffar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0
Ffar3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Ffar4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Fga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fgb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd1	50	0	36	158	76	0	0	7	0	5	13	0	23	16	0	40	10	17	123	71	22	6	8	7
Fgd2	2	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Fgd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Fgd4	6	0	0	7	3	0	0	2	0	0	2	0	0	0	0	3	0	3	0	1	0	0	2	0
Fgd5	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	1
Fgd6	2	0	2	3	6	0	0	5	0	0	9	0	9	5	0	2	6	9	1	3	1	4	1	6
Fgf1	0	0	3	26	12	0	0	6	0	0	2	0	2	0	0	7	1	1	24	3	3	0	2	1
Fgf10	8	0	5	37	18	0	0	2	0	0	3	0	5	1	0	7	1	2	10	17	9	7	3	1
Fgf11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fgf12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0
